"CAMIS","DBA","ZIPCODE","CUISINE DESCRIPTION","reinspections","checks","violations","score","inspections","average_grade","BORO","BUILDING","STREET","SCORE","GRADE","GRADE DATE","GRADENUM","NAME","ADDRESS","lon","lat"
40827432,"STARBUCKS",10019,"Caf̩/Coffee/Tea",3,11,11,115,5,3,"MANHATTAN","787","7 AVENUE",12,"A","05/25/2018",3,"STARBUCKS","787 7 AVENUE MANHATTAN",-73.9821805,40.7618356
40827435,"STARBUCKS",10028,"Caf̩/Coffee/Tea",1,9,8,61,5,3,"MANHATTAN","1631","1 AVENUE",0,"A","11/29/2018",3,"STARBUCKS","1631 1 AVENUE MANHATTAN",-73.9502306,40.7761479
40831148,"STARBUCKS",11105,"Caf̩/Coffee/Tea",1,5,5,39,3,3,"QUEENS","2202","31 STREET",7,"A","03/29/2019",3,"STARBUCKS","2202 31 STREET QUEENS",-73.9112127,40.7762724
40838446,"STARBUCKS",10021,"Caf̩/Coffee/Tea",1,7,7,193,4,3,"MANHATTAN","1449","2 AVENUE",3,"A","01/16/2019",3,"STARBUCKS","1449 2 AVENUE MANHATTAN",-73.9568697,40.7711713
40838447,"STARBUCKS",10011,"Caf̩/Coffee/Tea",0,6,6,58,3,3,"MANHATTAN","510","6 AVENUE",2,"A","02/22/2019",3,"STARBUCKS","510 6 AVENUE MANHATTAN",-73.9968903,40.7369126
40838454,"STARBUCKS",10022,"Caf̩/Coffee/Tea",0,6,6,55,3,3,"MANHATTAN","630","LEXINGTON AVENUE",13,"A","07/30/2018",3,"STARBUCKS","630 LEXINGTON AVENUE MANHATTAN",-73.9712746,40.7588595
40838460,"STARBUCKS COFFEE",10128,"Caf̩/Coffee/Tea",0,8,8,66,3,3,"MANHATTAN","400","EAST   90 STREET",12,"A","02/21/2019",3,"STARBUCKS","400 EAST   90 STREET MANHATTAN",-73.9472423,40.7791831
40850857,"STARBUCKS COFFEE",10019,"Caf̩/Coffee/Tea",0,7,7,54,3,3,"MANHATTAN","120","WEST   56 STREET",7,"A","06/08/2018",3,"STARBUCKS","120 WEST   56 STREET MANHATTAN",-73.9791071,40.7636943
40850859,"STARBUCKS",10025,"Caf̩/Coffee/Tea",0,4,3,24,3,3,"MANHATTAN","2529","BROADWAY",0,"A","11/14/2018",3,"STARBUCKS","2529 BROADWAY MANHATTAN",-73.9728226,40.793798
40856325,"STARBUCKS",10462,"Caf̩/Coffee/Tea",1,8,8,105,4,3,"BRONX","1385","METROPOLITAN AVENUE",7,"A","01/14/2019",3,"STARBUCKS","1385 METROPOLITAN AVENUE BRONX",-73.8614269,40.8354054
40856332,"STARBUCKS",10019,"Caf̩/Coffee/Tea",0,6,6,40,3,3,"MANHATTAN","142","WEST   57 STREET",4,"A","05/23/2018",3,"STARBUCKS","142 WEST   57 STREET MANHATTAN",-73.9791194,40.7649513
40872441,"STARBUCKS COFFEE",10022,"Caf̩/Coffee/Tea",0,7,7,47,3,3,"MANHATTAN","599","LEXINGTON AVENUE",12,"A","06/08/2018",3,"STARBUCKS","599 LEXINGTON AVENUE MANHATTAN",-73.9708356,40.757962
40874108,"DUNKIN' DONUTS, BASKIN ROBBINS",11208,"Donuts",3,11,10,132,6,2.71428571428571,"BROOKLYN","245","HIGHLAND PLACE",9,"A","09/19/2018",3,"DUNKIN DONUTS","245 HIGHLAND PLACE BROOKLYN",-73.8804746,40.6793925
40880619,"STARBUCKS",10001,"Caf̩/Coffee/Tea",1,12,12,99,5,3,"MANHATTAN","776","AVENUE OF THE AMERICAS",10,"A","08/28/2018",3,"STARBUCKS","776 AVENUE OF THE AMERICAS MANHATTAN",-73.9910055,40.7450141
40880634,"STARBUCKS",10013,"Caf̩/Coffee/Tea",0,5,5,35,3,3,"MANHATTAN","241","CANAL STREET",8,"A","04/15/2019",3,"STARBUCKS","241 CANAL STREET MANHATTAN",-74.0000004,40.7182903
40883049,"DUNKIN' DONUTS",10305,"Donuts",2,12,12,285,4,3,"STATEN ISLAND","1145","BAY STREET",13,"A","02/22/2018",3,"DUNKIN DONUTS","1145 BAY STREET STATEN ISLAND",-74.0665238,40.6152418
40885010,"DUNKIN' DONUTS",11101,"Donuts",4,16,16,239,6,3,"QUEENS","4202","NORTHERN BOULEVARD",13,"A","06/01/2018",3,"DUNKIN DONUTS","4202 NORTHERN BOULEVARD QUEENS",-73.9213737,40.7522923
40899767,"STARBUCKS",10003,"Caf̩/Coffee/Tea",0,4,4,30,3,3,"MANHATTAN","145","3 AVENUE",3,"A","03/05/2019",3,"STARBUCKS","145 3 AVENUE MANHATTAN",-73.986544,40.7337697
40909205,"STARBUCKS",,"Caf̩/Coffee/Tea",3,11,11,191,5,3,"MANHATTAN","0","GRAND CENTRAL STATION TERMINAL",3,"A","09/07/2018",3,"STARBUCKS","0 GRAND CENTRAL STATION TERMINAL MANHATTAN",-73.9772294,40.7527262
40913297,"STARBUCKS",10022,"Caf̩/Coffee/Tea",0,5,5,26,3,3,"MANHATTAN","560","LEXINGTON AVENUE",8,"A","04/20/2018",3,"STARBUCKS","560 LEXINGTON AVENUE MANHATTAN",-73.9726722,40.7568337
40919024,"STARBUCKS",10279,"Caf̩/Coffee/Tea",0,6,6,54,3,3,"MANHATTAN","233","BROADWAY",7,"A","04/27/2018",3,"STARBUCKS","233 BROADWAY MANHATTAN",-74.0084426,40.7125074
40919815,"DUNKIN' DONUTS",11102,"Donuts",0,9,9,157,3,3,"QUEENS","3117","30 AVENUE",5,"A","04/12/2018",3,"DUNKIN DONUTS","3117 30 AVENUE QUEENS",-73.9206083,40.7667588
40927471,"STARBUCKS",10022,"Caf̩/Coffee/Tea",0,7,7,57,3,3,"MANHATTAN","943","2 AVENUE",4,"A","07/27/2018",3,"STARBUCKS","943 2 AVENUE MANHATTAN",-73.9686663,40.7550518
40934160,"DUNKIN' DONUTS",10312,"Donuts",0,5,5,45,3,3,"STATEN ISLAND","901","HUGUENOT AVENUE",11,"A","06/19/2018",3,"DUNKIN DONUTS","901 HUGUENOT AVENUE STATEN ISLAND",-74.1916553,40.5324978
40938943,"STARBUCKS COFFEE # 7851",10119,"Caf̩/Coffee/Tea",2,12,12,149,5,3,"MANHATTAN","1","PENN PLAZA",13,"A","08/03/2018",3,"STARBUCKS","1 PENN PLAZA MANHATTAN",-73.9922255,40.7512148
40938945,"STARBUCKS",10009,"Caf̩/Coffee/Tea",0,6,5,32,3,3,"MANHATTAN","286","1 AVENUE",7,"A","08/10/2018",3,"STARBUCKS","286 1 AVENUE MANHATTAN",-73.9808002,40.7329583
40939817,"DUNKIN' DONUTS, BASKIN ROBBINS",11220,"Donuts",1,8,8,110,4,3,"BROOKLYN","6402","7 AVENUE",2,"A","02/28/2019",3,"DUNKIN DONUTS","6402 7 AVENUE BROOKLYN",-74.0145656,40.6345674
40940269,"STARBUCKS",10005,"Caf̩/Coffee/Tea",0,3,3,16,3,3,"MANHATTAN","55","LIBERTY STREET",7,"A","10/22/2018",3,"STARBUCKS","55 LIBERTY STREET MANHATTAN",-74.009407,40.7088048
40940279,"STARBUCKS",10023,"Caf̩/Coffee/Tea",0,7,7,71,3,3,"MANHATTAN","2140","BROADWAY",8,"A","07/31/2018",3,"STARBUCKS","2140 BROADWAY MANHATTAN",-73.9809901,40.7810558
40940283,"STARBUCKS #7860",10022,"Caf̩/Coffee/Tea",1,8,8,115,4,3,"MANHATTAN","725","5 AVENUE",2,"A","06/08/2018",3,"STARBUCKS","725 5 AVENUE MANHATTAN",-73.97387,40.762457
40945643,"STARBUCKS",10011,"Caf̩/Coffee/Tea",4,17,17,231,6,3,"MANHATTAN","76","9 AVENUE",3,"A","12/07/2018",3,"STARBUCKS","76 9 AVENUE MANHATTAN",-74.0045012,40.7417806
40946403,"STARBUCKS",10310,"Caf̩/Coffee/Tea",1,8,8,71,5,3,"STATEN ISLAND","468","FOREST AVENUE",2,"A","11/01/2018",3,"STARBUCKS","468 FOREST AVENUE STATEN ISLAND",-74.106072,40.630363
40946406,"STARBUCKS",10013,"Caf̩/Coffee/Tea",0,8,7,63,4,3,"MANHATTAN","111","WORTH STREET",8,"A","02/14/2019",3,"STARBUCKS","111 WORTH STREET MANHATTAN",-74.0033459,40.7159459
40951896,"STARBUCKS",10017,"Caf̩/Coffee/Tea",2,12,12,209,5,3,"MANHATTAN","125","PARK AVENUE",8,"A","03/21/2018",3,"STARBUCKS","125 PARK AVENUE MANHATTAN",-73.9774507,40.751727
40951901,"STARBUCKS",10005,"Caf̩/Coffee/Tea",0,6,6,36,3,3,"MANHATTAN","80","PINE STREET",5,"A","05/21/2018",3,"STARBUCKS","80 PINE STREET MANHATTAN",-74.0067715,40.7059607
40952254,"DUNKIN' DONUTS BASKIN ROBBINS",11372,"Donuts",0,5,5,58,3,3,"QUEENS","7016","NORTHERN BOULEVARD",12,"A","02/14/2019",3,"DUNKIN DONUTS","7016 NORTHERN BOULEVARD QUEENS",-73.895909,40.7541397
40957903,"STARBUCKS",11377,"Caf̩/Coffee/Tea",0,5,4,30,4,3,"QUEENS","5106","NORTHERN BOULEVARD",12,"A","05/02/2018",3,"STARBUCKS","5106 NORTHERN BOULEVARD QUEENS",-73.9092523,40.7522433
40965496,"DUNKIN' DONUTS, BASKIN ROBBINS",,"Caf̩/Coffee/Tea",11,34,34,674,10,2.8,"BROOKLYN","18151817","AVENUE U",6,"A","06/06/2018",3,"DUNKIN DONUTS","18151817 AVENUE U BROOKLYN",-73.9428862,40.60032
40969350,"STARBUCKS",11375,"Caf̩/Coffee/Tea",0,4,4,25,3,3,"QUEENS","10102","QUEENS BOULEVARD",9,"A","02/20/2019",3,"STARBUCKS","10102 QUEENS BOULEVARD QUEENS",-73.8527338,40.7262505
40970875,"DUNKIN' DONUTS",,"Donuts",2,9,9,79,5,3,"BRONX","43874399","WHITE PLAINS ROAD",9,"A","01/07/2019",3,"DUNKIN DONUTS","43874399 WHITE PLAINS ROAD BRONX",-73.867633,40.856614
40972873,"STARBUCKS",10036,"Caf̩/Coffee/Tea",0,4,4,19,3,3,"MANHATTAN","251","WEST   42 STREET",2,"A","05/07/2018",3,"STARBUCKS","251 WEST   42 STREET MANHATTAN",-73.9891482,40.7571349
40979119,"DUNKIN'",10301,"Donuts",1,10,10,112,4,3,"STATEN ISLAND","97","STUYVESANT PLACE",3,"A","03/19/2019",3,"DUNKIN DONUTS","97 STUYVESANT PLACE STATEN ISLAND",-74.0773886,40.6438205
40982663,"STARBUCKS",11204,"Caf̩/Coffee/Tea",0,9,9,64,4,3,"BROOKLYN","6423","18 AVENUE",8,"A","05/15/2018",3,"STARBUCKS","6423 18 AVENUE BROOKLYN",-73.9898439,40.6191704
40982677,"STARBUCKS",10004,"Caf̩/Coffee/Tea",2,12,12,206,5,3,"MANHATTAN","2","BROADWAY",5,"A","11/09/2018",3,"STARBUCKS","2 BROADWAY MANHATTAN",-74.0127953,40.7045106
40984264,"DUNKIN' DONUTS",10305,"Caf̩/Coffee/Tea",1,9,9,110,4,3,"STATEN ISLAND","1854","HYLAN BOULEVARD",5,"A","03/06/2019",3,"DUNKIN DONUTS","1854 HYLAN BOULEVARD STATEN ISLAND",-74.0947535,40.5838125
40985913,"STARBUCKS",11209,"Caf̩/Coffee/Tea",0,8,7,87,3,3,"BROOKLYN","7419","3 AVENUE",13,"A","08/09/2018",3,"STARBUCKS","7419 3 AVENUE BROOKLYN",-74.0275138,40.6315267
40987564,"DUNKIN' DONUTS, BASKIN ROBBINS",11385,"Donuts",0,6,6,54,3,3,"QUEENS","6667","FRESH POND ROAD",7,"A","10/18/2018",3,"DUNKIN DONUTS","6667 FRESH POND ROAD QUEENS",-73.8969195,40.7069615
40987572,"DUNKIN' DONUTS, BASKIN ROBBINS",11102,"Donuts",0,4,4,24,3,3,"QUEENS","2928","HOYT AVENUE",2,"A","05/23/2018",3,"DUNKIN DONUTS","2928 HOYT AVENUE QUEENS",-73.9183632,40.77057
40993786,"DUNKIN' DONUTS",10308,"Donuts",5,17,17,225,6,3,"STATEN ISLAND","150","GREAVES LANE",4,"A","03/19/2019",3,"DUNKIN DONUTS","150 GREAVES LANE STATEN ISLAND",-74.1426219,40.5538823
40993802,"DUNKIN' DONUTS",10308,"Donuts",4,12,12,119,6,3,"STATEN ISLAND","4000","HYLAN BOULEVARD",7,"A","02/19/2019",3,"DUNKIN DONUTS","4000 HYLAN BOULEVARD STATEN ISLAND",-74.1460412,40.5418831
40999668,"DUNKIN' DONUTS/BASKIN ROBBINS",10011,"Donuts",4,12,12,252,6,3,"MANHATTAN","269","8 AVENUE",13,"A","07/20/2018",3,"DUNKIN DONUTS","269 8 AVENUE MANHATTAN",-73.9925304,40.7528742
41005009,"DUNKIN' DONUTS",10301,"Donuts",5,18,17,240,7,2.66666666666667,"STATEN ISLAND","1201","VICTORY BOULEVARD",11,"A","02/15/2019",3,"DUNKIN DONUTS","1201 VICTORY BOULEVARD STATEN ISLAND",-74.1040146,40.6165131
41005011,"DUNKIN' DONUTS",10314,"Donuts",3,12,12,185,5,2.66666666666667,"STATEN ISLAND","172","WEST SERVICE ROAD",13,"A","09/06/2018",3,"DUNKIN DONUTS","172 WEST SERVICE ROAD STATEN ISLAND",-74.1942236,40.5893511
41005015,"DUNKIN' DONUTS",10309,"Donuts",0,5,5,34,3,3,"STATEN ISLAND","6390","AMBOY ROAD",2,"A","07/31/2018",3,"DUNKIN DONUTS","6390 AMBOY ROAD STATEN ISLAND",-74.215754,40.52222
41006744,"STARBUCKS",10036,"Caf̩/Coffee/Tea",0,6,6,56,3,3,"MANHATTAN","770","8 AVENUE",10,"A","05/16/2018",3,"STARBUCKS","770 8 AVENUE MANHATTAN",-73.9871994,40.7604866
41011016,"STARBUCKS COFFEE",10019,"Caf̩/Coffee/Tea",0,5,5,36,3,3,"MANHATTAN","1320","AVENUE OF THE AMERICAS",9,"A","02/07/2019",3,"STARBUCKS","1320 AVENUE OF THE AMERICAS MANHATTAN",-73.9784575,40.7619774
41014003,"STARBUCKS",10036,"Caf̩/Coffee/Tea",0,5,5,38,3,3,"MANHATTAN","1535","BROADWAY",11,"A","09/19/2018",3,"STARBUCKS","1535 BROADWAY MANHATTAN",-73.98622,40.7587252
41014554,"STARBUCKS",10019,"Caf̩/Coffee/Tea",0,5,5,40,3,3,"MANHATTAN","4","COLUMBUS CIRCLE",2,"A","06/04/2018",3,"STARBUCKS","4 COLUMBUS CIRCLE MANHATTAN",-73.9828652,40.767388
41014566,"STARBUCKS",11373,"Caf̩/Coffee/Tea",0,5,4,22,3,3,"QUEENS","9015","QUEENS BOULEVARD",6,"A","03/25/2019",3,"STARBUCKS","9015 QUEENS BOULEVARD QUEENS",-73.8704985,40.7345156
41014575,"STARBUCKS",11235,"Caf̩/Coffee/Tea",1,11,11,117,5,3,"BROOKLYN","607","BRIGHTON BEACH AVE",7,"A","08/02/2018",3,"STARBUCKS","607 BRIGHTON BEACH AVE BROOKLYN",-73.9612618,40.5779465
41022153,"STARBUCKS",10019,"Caf̩/Coffee/Tea",0,4,4,28,3,3,"MANHATTAN","325","WEST   49 STREET",2,"A","02/27/2019",3,"STARBUCKS","325 WEST   49 STREET MANHATTAN",-73.9875194,40.7621683
41026438,"DUNKIN' DONUTS, BASKIN ROBBINS",11385,"Donuts",2,7,7,62,5,3,"QUEENS","7007","MYRTLE AVENUE",12,"A","07/26/2018",3,"DUNKIN DONUTS","7007 MYRTLE AVENUE QUEENS",-73.8807487,40.7021125
41028791,"STARBUCKS",10011,"Caf̩/Coffee/Tea",0,6,6,38,3,3,"MANHATTAN","300","WEST   23 STREET",6,"A","02/13/2019",3,"STARBUCKS","300 WEST   23 STREET MANHATTAN",-73.9989464,40.7452401
41031137,"STARBUCKS",10036,"Caf̩/Coffee/Tea",2,10,9,118,6,3,"MANHATTAN","1500","BROADWAY",3,"A","05/17/2018",3,"STARBUCKS","1500 BROADWAY MANHATTAN",-73.9856713,40.7567926
41035324,"STARBUCKS",10028,"Caf̩/Coffee/Tea",0,9,9,83,4,3,"MANHATTAN","1515","YORK AVENUE",9,"A","04/18/2019",3,"STARBUCKS","1515 YORK AVENUE MANHATTAN",-73.9500657,40.7724643
41036247,"DUNKIN' DONUTS",10308,"Donuts",3,16,15,187,6,2.75,"STATEN ISLAND","680","ARTHUR KILL ROAD",11,"A","11/27/2018",3,"DUNKIN DONUTS","680 ARTHUR KILL ROAD STATEN ISLAND",-74.1642485,40.5598795
41038997,"DUNKIN' DONUTS, BASKIN ROBBINS",11104,"Donuts",0,4,4,29,3,3,"QUEENS","4128","QUEENS BOULEVARD",3,"A","12/12/2018",3,"DUNKIN DONUTS","4128 QUEENS BOULEVARD QUEENS",-73.9226406,40.7432506
41039810,"STARBUCKS COFFEE",11217,"Caf̩/Coffee/Tea",1,10,10,195,5,3,"BROOKLYN","139","FLATBUSH AVENUE",5,"A","04/17/2018",3,"STARBUCKS","139 FLATBUSH AVENUE BROOKLYN",-73.9776112,40.6845602
41039814,"STARBUCKS",10022,"Caf̩/Coffee/Tea",0,8,8,54,3,3,"MANHATTAN","45","EAST   51 STREET",7,"A","06/04/2018",3,"STARBUCKS","45 EAST   51 STREET MANHATTAN",-73.9739594,40.7582377
41043903,"DUNKIN' DONUTS",10010,"Donuts",4,11,11,151,6,3,"MANHATTAN","127","EAST   23 STREET",8,"A","12/24/2018",3,"DUNKIN DONUTS","127 EAST   23 STREET MANHATTAN",-73.984981,40.7398304
41043971,"DUNKIN' DONUTS",10455,"Donuts",2,11,11,154,5,3,"BRONX","843","EAST  149 STREET",7,"A","08/29/2018",3,"DUNKIN DONUTS","843 EAST  149 STREET BRONX",-73.9047859,40.8125519
41044394,"DUNKIN' DONUTS",11235,"Jewish/Kosher",2,15,15,182,6,3,"BROOKLYN","2928","AVENUE X",5,"A","04/30/2018",3,"DUNKIN DONUTS","2928 AVENUE X BROOKLYN",-73.940053,40.593596
41050624,"DUNKIN' DONUTS",10303,"Donuts",3,15,15,236,5,2.66666666666667,"STATEN ISLAND","2220","FOREST AVENUE",5,"A","01/28/2019",3,"DUNKIN DONUTS","2220 FOREST AVENUE STATEN ISLAND",-74.1631726,40.6261573
41050875,"DUNKIN' DONUTS",10039,"Donuts",0,5,5,45,3,3,"MANHATTAN","110","WEST  145 STREET",10,"A","05/11/2018",3,"DUNKIN DONUTS","110 WEST  145 STREET MANHATTAN",-73.937246,40.8205528
41051587,"DUNKIN' DONUTS",10029,"Donuts",0,5,5,35,3,3,"MANHATTAN","1391","MADISON AVENUE",13,"A","07/11/2018",3,"DUNKIN DONUTS","1391 MADISON AVENUE MANHATTAN",-73.9535703,40.7875281
41054662,"STARBUCKS",10016,"Caf̩/Coffee/Tea",0,5,5,24,3,3,"MANHATTAN","90","PARK AVENUE",3,"A","05/25/2018",3,"STARBUCKS","90 PARK AVENUE MANHATTAN",-73.9793076,40.7507361
41054675,"STARBUCKS",10314,"Caf̩/Coffee/Tea",0,7,7,64,3,3,"STATEN ISLAND","2070","VICTORY BOULEVARD",12,"A","07/26/2018",3,"STARBUCKS","2070 VICTORY BOULEVARD STATEN ISLAND",-74.1325981,40.6122105
41055920,"DUNKIN' DONUTS, BASKIN ROBBINS",11372,"American",6,15,15,255,6,3,"QUEENS","7413","ROOSEVELT AVENUE",11,"A","03/13/2019",3,"DUNKIN DONUTS","7413 ROOSEVELT AVENUE QUEENS",-73.8909857,40.7471004
41055922,"DUNKIN' DONUTS, BASKIN ROBBINS",11369,"Donuts",3,14,14,139,6,3,"QUEENS","10009","ASTORIA BOULEVARD",7,"A","04/15/2019",3,"DUNKIN DONUTS","10009 ASTORIA BOULEVARD QUEENS",-73.8688859,40.7621495
41056433,"DUNKIN' DONUTS/ BASKIN ROBBINS",10128,"Donuts",0,8,8,78,4,3,"MANHATTAN","1760","2 AVENUE",5,"A","05/09/2018",3,"DUNKIN DONUTS","1760 2 AVENUE MANHATTAN",-73.9488635,40.7813622
41059709,"DUNKIN' DONUTS, BASKIN ROBBINS",10452,"Donuts",3,20,20,355,7,3,"BRONX","46","EAST  167 STREET",13,"A","04/12/2018",3,"DUNKIN DONUTS","46 EAST  167 STREET BRONX",-73.9210397,40.8353829
41062070,"STARBUCKS",10028,"Caf̩/Coffee/Tea",0,3,2,5,3,3,"MANHATTAN","1488","3 AVENUE",0,"A","06/01/2018",3,"STARBUCKS","1488 3 AVENUE MANHATTAN",-73.9551805,40.7774456
41062076,"STARBUCKS",11201,"Caf̩/Coffee/Tea",2,10,10,131,5,3,"BROOKLYN","67","FRONT STREET",7,"A","02/25/2019",3,"STARBUCKS","67 FRONT STREET BROOKLYN",-73.9908306,40.7026581
41066771,"DUNKIN' DONUTS",11220,"Donuts",2,12,12,114,5,3,"BROOKLYN","5702","2 AVENUE",11,"A","02/22/2019",3,"DUNKIN DONUTS","5702 2 AVENUE BROOKLYN",-74.0214519,40.6452877
41076970,"DUNKIN' DONUTS",11225,"Donuts",0,3,3,17,3,3,"BROOKLYN","40","EMPIRE BOULEVARD",10,"A","03/22/2019",3,"DUNKIN DONUTS","40 EMPIRE BOULEVARD BROOKLYN",-73.9612013,40.6630757
41086575,"DUNKIN' DONUTS",10463,"Donuts",2,11,11,127,5,3,"BRONX","5501","BROADWAY",7,"A","03/08/2019",3,"DUNKIN DONUTS","5501 BROADWAY BRONX",-73.9066621,40.8771494
41096112,"DUNKIN' DONUTS, BASKIN ROBBINS",10462,"Donuts",0,8,8,68,3,3,"BRONX","699","MORRIS PARK AVE",11,"A","09/26/2018",3,"DUNKIN DONUTS","699 MORRIS PARK AVE BRONX",-73.8659578,40.8454651
41100003,"STARBUCKS",10016,"Caf̩/Coffee/Tea",3,10,10,215,4,3,"MANHATTAN","3","PARK AVENUE",12,"A","02/14/2019",3,"STARBUCKS","3 PARK AVENUE MANHATTAN",-73.9812217,40.7465167
41101900,"STARBUCKS",10001,"Caf̩/Coffee/Tea",0,7,7,64,3,3,"MANHATTAN","875","6 AVENUE",8,"A","03/29/2019",3,"STARBUCKS","875 6 AVENUE MANHATTAN",-73.9891899,40.7482021
41105271,"DUNKIN' DONUTS",11223,"Donuts",0,6,6,42,3,3,"BROOKLYN","203","AVENUE U",7,"A","05/01/2018",3,"DUNKIN DONUTS","203 AVENUE U BROOKLYN",-73.9766743,40.596836
41105288,"DUNKIN' DONUTS & BASKIN ROBINS",11230,"Donuts",2,12,12,152,6,3,"BROOKLYN","1510","ELM AVENUE",13,"A","08/23/2018",3,"DUNKIN DONUTS","1510 ELM AVENUE BROOKLYN",-73.9596547,40.6177673
41105300,"DUNKIN' DONUTS, BASKIN ROBBINS",11233,"American",5,21,21,360,8,3,"BROOKLYN","1710","EASTERN PARKWAY",9,"A","10/24/2018",3,"DUNKIN DONUTS","1710 EASTERN PARKWAY BROOKLYN",-73.9114799,40.6726132
41106459,"DUNKIN' DONUTS",10303,"Donuts",0,5,5,44,3,3,"STATEN ISLAND","1776","FOREST AVENUE",12,"A","02/15/2019",3,"DUNKIN DONUTS","1776 FOREST AVENUE STATEN ISLAND",-74.1480236,40.6246035
41106644,"STARBUCKS",10036,"Caf̩/Coffee/Tea",2,11,11,160,5,3,"MANHATTAN","593","9 AVENUE",5,"A","08/27/2018",3,"STARBUCKS","593 9 AVENUE MANHATTAN",-73.9925445,40.759008
41106653,"STARBUCKS",11101,"Caf̩/Coffee/Tea",0,5,5,18,4,3,"QUEENS","3711","35 AVENUE",2,"A","05/08/2018",3,"STARBUCKS","3711 35 AVENUE QUEENS",-73.9231103,40.7558005
41106681,"STARBUCKS",11210,"Caf̩/Coffee/Tea",1,12,12,160,5,3,"BROOKLYN","33","HILLEL PLACE",13,"A","11/23/2018",3,"STARBUCKS","33 HILLEL PLACE BROOKLYN",-73.9486899,40.6323241
41107447,"DUNKIN' DONUTS, BASKIN ROBBINS",11215,"Donuts",0,13,12,108,5,3,"BROOKLYN","448","5 AVENUE",11,"A","10/17/2018",3,"DUNKIN DONUTS","448 5 AVENUE BROOKLYN",-73.9867908,40.6691795
41108581,"STARBUCKS",11430,"Caf̩/Coffee/Tea",4,12,12,110,6,3,"QUEENS","0","JFK INTERNATIONAL AIRPORT",4,"A","03/07/2019",3,"STARBUCKS","0 JFK INTERNATIONAL AIRPORT QUEENS",-73.7781391,40.6413111
41109700,"DUNKIN' DONUTS",11368,"Donuts",2,9,8,62,6,2.66666666666667,"QUEENS","9507","57 AVENUE",2,"A","04/17/2019",3,"DUNKIN DONUTS","9507 57 AVENUE QUEENS",-73.8655903,40.7369574
41125764,"DUNKIN' DONUTS",11379,"Donuts",2,7,7,58,4,3,"QUEENS","7513","METROPOLITAN AVENUE",7,"A","03/01/2019",3,"DUNKIN DONUTS","7513 METROPOLITAN AVENUE QUEENS",-73.8769948,40.7131605
41129085,"DUNKIN' DONUTS",10314,"Donuts",0,10,10,100,4,3,"STATEN ISLAND","1445","RICHMOND AVENUE",7,"A","05/24/2018",3,"DUNKIN DONUTS","1445 RICHMOND AVENUE STATEN ISLAND",-74.1564755,40.6112069
41129116,"DUNKIN' DONUTS",10314,"Donuts",0,6,6,41,4,3,"STATEN ISLAND","77","RICHMOND HILL ROAD",10,"A","05/01/2018",3,"DUNKIN DONUTS","77 RICHMOND HILL ROAD STATEN ISLAND",-74.1649615,40.5882751
41131950,"DUNKIN' DONUTS",10467,"Donuts",4,23,23,421,8,3,"BRONX","2200","WHITE PLAINS RD",12,"A","01/22/2019",3,"DUNKIN DONUTS","2200 WHITE PLAINS RD BRONX",-73.8672901,40.8579805
41136521,"DUNKIN' DONUTS, BASKIN ROBBINS",11105,"Donuts",0,5,5,35,3,3,"QUEENS","4322","DITMARS BOULEVARD",5,"A","04/01/2019",3,"DUNKIN DONUTS","4322 DITMARS BOULEVARD QUEENS",-73.9046218,40.770299
41140612,"STARBUCKS",10019,"Caf̩/Coffee/Tea",0,3,3,9,3,3,"MANHATTAN","870","7 AVENUE",5,"A","04/15/2019",3,"STARBUCKS","870 7 AVENUE MANHATTAN",-73.9812207,40.7646895
41142665,"DUNKIN' DONUTS, BASKIN ROBBINS",11369,"Donuts",2,7,7,46,5,3,"QUEENS","0","LAGUARDIA AIRPORT",5,"A","04/03/2018",3,"DUNKIN DONUTS","0 LAGUARDIA AIRPORT QUEENS",-73.8739659,40.7769271
41142675,"DUNKIN' DONUTS",11369,"Donuts",0,4,4,17,3,3,"QUEENS","0","LAGUARDIA AIRPORT",2,"A","05/31/2018",3,"DUNKIN DONUTS","0 LAGUARDIA AIRPORT QUEENS",-73.8739659,40.7769271
41142962,"STARBUCKS",10002,"Caf̩/Coffee/Tea",0,9,9,102,3,3,"MANHATTAN","80","DELANCEY STREET",11,"A","01/03/2019",3,"STARBUCKS","80 DELANCEY STREET MANHATTAN",-73.989837,40.7193246
41145134,"DUNKIN' DONUTS, BASKIN ROBBINS",10128,"Donuts",1,12,12,158,5,3,"MANHATTAN","1392","LEXINGTON AVENUE",13,"A","08/20/2018",3,"DUNKIN DONUTS","1392 LEXINGTON AVENUE MANHATTAN",-73.9531252,40.7831487
41146006,"STARBUCKS",10314,"Caf̩/Coffee/Tea",2,12,11,153,6,3,"STATEN ISLAND","2655","RICHMOND AVENUE",7,"A","05/21/2018",3,"STARBUCKS","2655 RICHMOND AVENUE STATEN ISLAND",-74.1647604,40.5811976
41146015,"STARBUCKS",10019,"Caf̩/Coffee/Tea",0,5,5,39,3,3,"MANHATTAN","1380","6 AVENUE",8,"A","04/15/2019",3,"STARBUCKS","1380 6 AVENUE MANHATTAN",-73.9773904,40.763662
